StateName,RegionName,AVG_2015,AVG_2016,AVG_2017,AVG_2018,AVG_2019,AVG_2020,AVG_2021,AVG_2022,AVG_2023,AVG_2024
NH,Northeast,0.1719704665,0.17493508666666666,0.17910245033333333,0.18499232525,0.1949390225,0.1963452405,0.20967147275,0.21642973599999998,0.21619956541666668,0.21647444341666666
NJ,Northeast,0.23816996166666665,0.23845366608333335,0.23544537891666667,0.23831062170833334,0.24016111129166667,0.24476839725,0.25444295883333334,0.27640567225,0.28046671886111113,0.28679870630555554
NM,West,0.23781411841666666,0.23632009547979796,0.24534166030555557,0.2467975591388889,0.25241446380555554,0.2528755166388889,0.26623165805555554,0.27953263533333333,0.2653609973958333,0.26624847933333334
NV,West,0.21975444449999998,0.22371394354166668,0.23300956070833334,0.23949846349999998,0.24320205550000001,0.24309201366666666,0.2691000159583333,0.28033504725,0.2703657262777778,0.26819499983333334
NY,Northeast,0.24441932083333331,0.2315491829652778,0.23193192259722223,0.22253529617857143,0.23510386296875002,0.23646335591875,0.23814903496296297,0.25060432037333336,0.2564229473083333,0.26390505445
OH,Midwest,0.17823855921874998,0.17876752639225588,0.1789537264537037,0.18032300657083333,0.18037735229166668,0.18267187515,0.18896771376666666,0.19324031649900794,0.1967159207934149,0.20280078542857144
OK,South,0.1978135648611111,0.19587123844444446,0.19252948980555556,0.19153108747222222,0.19183614602777777,0.19699061097222223,0.21033845297222223,0.2176679833125,0.2163789743125,0.2197887070625
OR,West,0.23766565851666668,0.24455223708333335,0.24772712123611113,0.2458984148611111,0.2497872945277778,0.25129925905555556,0.2632936897285714,0.26844265766666664,0.270211539825,0.27112060004166666
PA,Northeast,0.18349414664469696,0.1790749739469697,0.1796754579621212,0.17831008127777778,0.1888414959269231,0.1883300349107143,0.1950472675722222,0.20309883762291667,0.20811776697483164,0.2145892645787037
RI,Northeast,0.21868128283333332,0.21834706341666665,0.22173096666666667,0.22414422216666666,0.22730478108333332,0.23220850883333333,0.245128997,0.2601917249166667,0.26727668341666666,0.27669968166666664
SC,Southeast,0.23365613774285715,0.23519498967857141,0.23651159891666668,0.23534415838095238,0.24122160906597223,0.24412750464583333,0.259507736875,0.27784848211458335,0.28019527125,0.2851024909791667
SD,Midwest,NA,0.15591683816666665,0.179543799875,0.17955404229166666,0.17550584466666666,0.17286747570833333,0.17898206645833334,0.19437051054166665,0.19084324975,0.19088854191666665
TN,Southeast,0.22497677015,0.22377113669444443,0.22322840338888889,0.224639598,0.2263088382638889,0.23072049757142857,0.2403577127037037,0.257257633775,0.2641949384583333,0.2693644518416667
TX,South,0.24245355093015875,0.23441507075511694,0.23763035726515153,0.23642060755681818,0.23388415014492753,0.2300443383185112,0.23750497679513888,0.24789640537066668,0.24879918632666667,0.2498744543
US,National,0.26277350008333333,0.26473118191666667,0.26315927333333333,0.2669799503333333,0.2621439869166667,0.26220875225,0.27443680475,0.28806792925,0.28904449541666666,0.29111510275
UT,West,0.19290408575,0.19630814795833332,0.20164472679166667,0.2035046650625,0.20184538602083332,0.20349989252083334,0.21780335925,0.22630085207424241,0.21862772511666667,0.21508092861666667
VA,Southeast,0.20758872921875,0.20574248663541667,0.2068679432604167,0.21121635738666666,0.21360136230833335,0.2170807226,0.226200351025,0.23828690838333333,0.24185561134166667,0.246809025925
VT,Northeast,NA,0.2482603408,0.2593415475,0.25752264999999996,0.2505738161666667,0.24747617183333334,0.25290804425,0.26439733583333336,0.26165739816666667,0.26495383608333334
WA,West,0.20546066675,0.21015276905555555,0.2160930530277778,0.22322648400595238,0.2259561595357143,0.22892927592857143,0.24545379314602273,0.24791365487327824,0.24695725403030303,0.24740179074242424
WI,Midwest,0.20157373845833332,0.17351653022222222,0.1747802496540404,0.1749788991388889,0.17758665475000002,0.1779324727405303,0.17285225189646464,0.16822366116102694,0.1734026449027778,0.17640563938194445
WV,Southeast,NA,0.2260955619166667,0.228068497625,0.2227809366969697,0.216602205375,0.212409001875,0.21763537216666667,0.22163529883333333,0.22554322524999998,0.2141090625909091
WY,West,0.18393566720833332,0.17896010891666667,0.17016260804166666,0.166975916875,0.16956511795833334,0.17650391158333334,0.18400603733333332,0.18889290870833333,0.18970264570833334,0.19475497770833333
